time,open,high,low,close,volume
1730437200000,69592.0,69611.99,69546.04,69611.99,36.51371
1730437500000,69611.98,69636.78,69542.28,69542.29,37.61592
1730437800000,69542.29,69564.0,69526.0,69553.96,21.90799
1730438100000,69553.96,69600.0,69526.01,69600.0,36.16685
1730438400000,69599.99,69648.0,69575.79,69593.99,58.18038
1730438700000,69593.99,69617.19,69567.57,69617.18,36.80275
1730439000000,69617.19,69650.01,69608.0,69608.01,47.91658
1730439300000,69608.0,69647.61,69602.01,69635.4,20.8588
1730439600000,69635.39,69646.9,69582.0,69632.0,37.85635
1730439900000,69632.0,69670.9,69590.0,69592.0,65.31019
1730440200000,69592.0,69608.0,69580.0,69602.69,20.23719
1730440500000,69602.69,69626.0,69602.68,69609.29,22.5375
1730440800000,69609.28,69699.14,69592.62,69644.01,118.1298
1730441100000,69644.01,69644.01,69522.0,69522.01,121.89975
1730441400000,69522.01,69525.32,69400.0,69400.01,143.74986
1730441700000,69400.01,69455.41,69370.0,69374.01,83.38417
1730442000000,69374.01,69442.0,69316.95,69354.06,226.20442
1730442300000,69354.06,69385.97,69299.96,69308.0,121.3074
1730442600000,69308.01,69360.0,69299.34,69344.0,49.69974
1730442900000,69344.01,69500.0,69278.47,69500.0,108.81197
1730443200000,69499.99,69516.01,69420.42,69438.94,89.76685
1730443500000,69438.94,69536.0,69434.0,69464.0,62.28959
1730443800000,69464.0,69464.0,69294.0,69310.0,69.2398
1730444100000,69309.99,69310.0,69212.12,69212.13,112.83224
1730444400000,69212.13,69328.88,69200.0,69313.68,154.81154
1730444700000,69313.68,69333.34,69181.81,69188.0,133.64052
1730445000000,69188.0,69199.82,69080.0,69100.86,154.05745
1730445300000,69100.87,69161.54,69082.0,69084.01,70.97033
1730445600000,69084.0,69220.0,69084.0,69206.81,66.30955
1730445900000,69206.8,69302.0,69206.8,69254.01,65.63768
1730446200000,69254.01,69312.5,69254.01,69312.49,163.64235
1730446500000,69312.5,69420.13,69312.5,69352.0,235.8681
1730446800000,69352.0,69354.32,69279.9,69294.61,109.3005
1730447100000,69294.61,69333.34,69227.71,69317.44,92.47992
1730447400000,69317.44,69401.44,69303.03,69303.03,117.79339
1730447700000,69303.03,69330.0,69263.36,69273.7,55.99359
1730448000000,69273.7,69330.0,69237.26,69258.0,111.48412
1730448300000,69258.01,69312.0,69242.42,69308.0,51.46379
1730448600000,69308.0,69446.0,69308.0,69442.0,102.11317
1730448900000,69442.0,69538.0,69415.45,69415.45,161.49483
1730449200000,69415.45,69480.0,69415.45,69466.0,79.59153
1730449500000,69466.0,69468.0,69415.45,69462.0,34.6352
1730449800000,69461.99,69515.16,69423.74,69449.97,42.93439
1730450100000,69449.97,69449.98,69364.0,69364.0,45.93163
1730450400000,69364.0,69449.52,69354.77,69430.0,93.03377
1730450700000,69430.0,69496.72,69420.0,69453.99,48.70482
1730451000000,69454.0,69484.0,69440.0,69442.01,33.20713
1730451300000,69442.01,69448.0,69307.44,69376.1,77.82464
1730451600000,69376.1,69432.0,69324.0,69431.99,43.17234
1730451900000,69432.0,69464.0,69415.98,69442.15,36.88235
1730452200000,69442.14,69488.0,69430.0,69483.99,41.5037
1730452500000,69483.99,69500.0,69418.0,69418.01,37.20812
1730452800000,69418.0,69442.0,69400.0,69411.17,25.51447
1730453100000,69411.17,69438.34,69406.0,69428.0,25.65349
1730453400000,69428.01,69494.0,69406.0,69494.0,40.90955
1730453700000,69494.0,69550.0,69493.99,69549.99,50.93454
1730454000000,69550.0,69550.0,69524.0,69533.99,36.88913
1730454300000,69533.99,69561.57,69499.91,69561.57,92.47024
1730454600000,69561.57,69588.0,69506.0,69506.01,33.94589
1730454900000,69506.01,69534.9,69506.0,69534.9,21.01484
1730455200000,69534.9,69601.82,69524.28,69591.17,39.86305
1730455500000,69591.18,69632.0,69586.0,69621.84,56.29721
1730455800000,69621.84,69656.0,69606.79,69647.5,50.77116
