time,open,high,low,close,volume
1730437200000,69599.78,69619.7,69546.06,69616.07,21.645983
1730437500000,69616.07,69642.77,69539.81,69541.62,20.807349
1730437800000,69541.62,69570.57,69525.51,69555.19,18.592523
1730438100000,69555.19,69603.85,69525.18,69600.65,29.807629
1730438400000,69600.65,69653.23,69573.19,69601.71,40.465757
1730438700000,69601.71,69628.4,69571.42,69618.02,29.703485
1730439000000,69618.02,69652.87,69602.35,69607.45,23.712304
1730439300000,69607.45,69653.06,69602.34,69638.6,24.562154
1730439600000,69638.6,69654.32,69583.58,69639.6,22.166889
1730439900000,69639.6,69680.21,69589.35,69600.83,41.383885
1730440200000,69600.83,69621.14,69574.18,69610.92,26.753281
1730440500000,69610.92,69631.97,69603.8,69612.84,22.560249
1730440800000,69612.84,69703.63,69596.32,69649.17,51.125666
1730441100000,69649.17,69651.68,69520.49,69529.48,64.223158
1730441400000,69529.48,69532.96,69404.77,69406.64,61.879905
1730441700000,69406.64,69475.18,69376.23,69384.63,55.29876
1730442000000,69384.63,69457.34,69357.13,69361.35,64.762037
1730442300000,69361.35,69402.0,69313.89,69321.03,53.342569
1730442600000,69321.03,69382.87,69306.0,69350.47,50.256502
1730442900000,69350.47,69523.6,69286.16,69502.42,80.112918
1730443200000,69502.42,69541.25,69433.42,69454.54,61.192594
1730443500000,69454.54,69564.54,69450.23,69472.9,47.130499
1730443800000,69472.9,69473.01,69301.25,69322.19,92.706652
1730444100000,69322.19,69322.58,69210.96,69217.32,49.321482
1730444400000,69217.32,69337.18,69195.88,69320.41,71.017084
1730444700000,69320.41,69340.39,69179.08,69186.09,67.243684
1730445000000,69186.09,69211.16,69081.54,69105.46,93.156633
1730445300000,69105.46,69168.12,69085.9,69091.78,62.238958
1730445600000,69091.78,69235.5,69067.95,69214.1,61.394204
1730445900000,69214.1,69310.26,69211.92,69259.5,49.740827
1730446200000,69259.5,69315.0,69259.5,69315.0,58.615766
1730446500000,69315.0,69417.92,69314.99,69354.02,62.782101
1730446800000,69354.02,69364.43,69279.36,69294.61,42.32813
1730447100000,69294.61,69348.53,69233.26,69320.78,58.314897
1730447400000,69320.78,69417.14,69298.08,69298.08,55.020063
1730447700000,69298.08,69346.41,69264.81,69275.04,38.880256
1730448000000,69275.04,69373.14,69239.54,69272.39,111.126672
1730448300000,69272.39,69330.76,69248.0,69314.3,44.287923
1730448600000,69314.3,69472.58,69314.21,69455.34,46.052546
1730448900000,69455.34,69597.52,69424.87,69434.08,182.579791
1730449200000,69434.08,69501.36,69422.07,69470.5,62.147117
1730449500000,69470.5,69480.94,69418.89,69467.04,39.474895
1730449800000,69467.04,69526.29,69424.36,69459.47,57.19083
1730450100000,69459.47,69461.88,69366.31,69367.58,42.016385
1730450400000,69367.58,69455.7,69355.02,69441.82,38.933901
1730450700000,69441.82,69505.86,69419.41,69460.72,37.418595
1730451000000,69460.72,69490.84,69436.66,69443.35,36.445964
1730451300000,69443.35,69455.47,69303.28,69381.43,50.395936
1730451600000,69381.43,69444.42,69322.61,69436.66,39.090045
1730451900000,69436.66,69476.25,69413.0,69442.41,39.495776
1730452200000,69442.41,69495.06,69426.92,69487.57,30.632535
1730452500000,69487.57,69506.0,69416.26,69416.26,31.70472
1730452800000,69416.26,69451.01,69400.0,69408.07,29.75683
1730453100000,69408.07,69442.85,69405.84,69423.16,20.992978
1730453400000,69423.16,69503.31,69400.01,69497.08,28.686665
1730453700000,69497.08,69558.0,69492.41,69554.31,25.980878
1730454000000,69554.31,69554.32,69520.46,69540.14,28.726707
1730454300000,69540.14,69568.44,69493.6,69563.91,36.906378
1730454600000,69563.91,69593.75,69501.72,69509.42,46.587032
1730454900000,69509.42,69543.16,69507.67,69537.62,21.894287
1730455200000,69537.62,69612.48,69522.18,69596.68,40.284256
1730455500000,69596.68,69638.38,69584.65,69626.39,48.319223
1730455800000,69626.39,69665.0,69608.7,69654.09,63.393857
1730456100000,69654.09,69874.83,69646.86,69828.37,105.703855
1730456400000,69828.37,69966.57,69788.46,69857.05,118.275972
1730456700000,69857.05,70011.9,69842.39,69993.76,77.264191
1730457000000,69993.76,70163.24,69982.98,70115.47,151.44795
1730457300000,70115.47,70123.17,69853.44,69883.46,123.118807
1730457600000,69883.46,69886.88,69817.72,69838.72,103.256404
1730457900000,69838.72,69979.1,69771.74,69905.07,91.179148
1730458200000,69905.07,70047.52,69905.07,69955.16,96.594589
1730458500000,69955.16,69994.1,69919.41,69994.1,55.789895
1730458800000,69994.1,70157.11,69991.3,70152.66,53.275968
1730459100000,70152.66,70157.35,70050.1,70067.01,54.014782
1730459400000,70067.01,70212.89,70058.51,70189.51,60.163661
1730459700000,70189.51,70199.53,70111.0,70128.08,44.086244
1730460000000,70128.08,70237.88,70123.7,70227.47,55.469572
1730460300000,70227.47,70239.48,70150.0,70192.74,45.469074
1730460600000,70192.74,70192.74,70087.94,70118.27,54.31835
1730460900000,70118.27,70205.06,70118.27,70168.59,46.947387
1730461200000,70168.59,70197.35,70144.51,70186.5,34.171039
1730461500000,70186.5,70189.65,70100.0,70121.01,55.148952
1730461800000,70121.01,70143.65,70088.74,70100.87,26.331648
1730462100000,70100.87,70100.87,70000.0,70012.8,86.065167
1730462400000,70012.8,70126.64,70000.12,70126.64,61.516499
1730462700000,70126.64,70144.5,70086.55,70090.04,52.153716
1730463000000,70090.04,70221.86,70090.04,70163.67,75.116963
1730463300000,70163.67,70210.98,70144.76,70203.24,68.25301
1730463600000,70203.24,70264.78,70159.58,70165.07,54.393169
1730463900000,70165.07,70179.47,70062.7,70102.12,60.812803
1730464200000,70102.12,70321.7,69894.95,70136.88,216.397177
1730464500000,70136.88,70452.91,70100.55,70441.62,106.022199
1730464800000,70441.62,70447.62,70268.32,70285.5,84.918803
1730465100000,70285.5,70475.87,70241.22,70447.8,71.695607
1730465400000,70447.8,70447.81,70287.51,70307.52,51.037907
1730465700000,70307.52,70377.26,70234.97,70357.13,67.755815
1730466000000,70357.13,70357.15,70247.9,70268.44,80.093579
1730466300000,70268.44,70275.57,70168.12,70242.66,72.057206
1730466600000,70242.66,70261.07,70147.3,70203.22,68.131824
1730466900000,70203.22,70344.46,70177.37,70336.69,57.075568
1730467200000,70336.69,70341.84,70226.95,70274.86,60.544939
1730467500000,70274.86,70330.81,70202.63,70230.6,63.063043
1730467800000,70230.6,70562.97,70177.67,70545.57,140.548161
1730468100000,70545.57,70849.9,70484.11,70797.97,215.212866
1730468400000,70797.97,70899.25,70632.06,70639.41,134.993553
1730468700000,70639.41,70902.1,70503.31,70880.83,149.840384
1730469000000,70880.83,70966.51,70827.64,70911.07,112.516482
1730469300000,70911.07,71223.56,70843.96,71208.45,148.345403
1730469600000,71208.45,71216.18,70934.74,71052.76,143.574702
1730469900000,71052.76,71379.95,71042.17,71298.32,151.382322
1730470200000,71298.32,71418.12,71183.67,71353.23,125.751115
1730470500000,71353.23,71487.61,71259.89,71473.98,108.291302
1730470800000,71473.98,71520.99,71257.12,71332.82,129.323565
1730471100000,71332.82,71553.79,71326.95,71500.15,114.998827
1730471400000,71500.15,71638.32,71375.29,71487.27,106.904759
1730471700000,71487.27,71547.76,71298.55,71481.96,114.774813
1730472000000,71481.96,71518.33,71127.78,71220.62,128.217855
1730472300000,71220.62,71337.82,71048.92,71255.53,136.920108
1730472600000,71255.53,71287.65,70905.08,71042.2,113.971448
1730472900000,71042.2,71318.02,70924.39,71276.35,82.346493
1730473200000,71276.35,71364.66,71118.16,71154.93,115.261218
1730473500000,71154.93,71214.02,70971.36,70989.32,104.119924
1730473800000,70989.32,71103.52,70922.59,71089.45,93.181
1730474100000,71089.45,71089.45,70865.44,70912.22,92.995047
1730474400000,70912.22,70955.92,70659.53,70813.4,128.185879
1730474700000,70813.4,70901.2,70761.76,70873.93,68.7246
1730475000000,70873.93,70887.42,70444.88,70633.98,148.146168
1730475300000,70633.98,70633.98,70046.86,70060.47,211.116861
1730475600000,70060.47,70070.93,69740.83,69956.58,270.404668
1730475900000,69956.58,69967.54,69252.0,69367.21,461.204373
1730476200000,69367.21,69631.2,69035.57,69612.5,404.886635
1730476500000,69612.5,69641.85,69333.52,69388.99,171.711971
1730476800000,69388.99,69717.36,69351.73,69712.37,150.424269
1730477100000,69712.37,69820.69,69501.45,69776.18,115.567528
1730477400000,69776.18,70035.34,69765.94,70035.34,92.95994
1730477700000,70035.34,70527.47,69933.95,70466.91,163.197072
1730478000000,70466.91,70479.88,70050.0,70141.24,139.438186
1730478300000,70141.24,70266.21,70043.13,70230.82,102.641386
1730478600000,70230.82,70408.78,70176.3,70342.58,92.89285
1730478900000,70342.58,70376.97,70068.77,70142.0,78.339321
1730479200000,70142.0,70207.64,69862.64,69969.59,96.313525
1730479500000,69969.59,70194.99,69875.01,70123.0,84.75845
1730479800000,70123.0,70233.38,70036.87,70106.44,73.817141
1730480100000,70106.44,70167.01,69895.29,69922.04,82.029753
1730480400000,69922.04,70028.68,69883.71,69895.18,82.669801
1730480700000,69895.18,69989.01,69470.17,69629.65,153.998834
1730481000000,69629.65,69910.19,69488.45,69890.2,115.97762
1730481300000,69890.2,70181.2,69868.37,70131.38,88.388586
1730481600000,70131.38,70131.82,69997.29,70033.1,45.852186
1730481900000,70033.1,70110.3,69978.11,70048.16,56.771712
1730482200000,70048.16,70065.41,69727.26,69769.75,88.981125
1730482500000,69769.75,69798.42,69608.39,69691.36,87.867376
1730482800000,69691.36,69729.15,69598.39,69668.38,75.059876
1730483100000,69668.38,69749.72,69603.73,69656.38,83.521554
1730483400000,69656.38,69923.49,69654.69,69870.96,114.791682
1730483700000,69870.96,69872.37,69513.02,69581.66,141.21307
1730484000000,69581.66,69650.12,69516.08,69555.59,75.339851
1730484300000,69555.59,69610.12,69431.43,69434.66,93.43242
1730484600000,69434.66,69519.96,69364.48,69431.16,84.743528
1730484900000,69431.16,69578.0,69378.89,69398.83,96.318092
1730485200000,69398.83,69438.58,69266.5,69406.41,116.72113
1730485500000,69406.41,69513.84,69319.62,69452.76,114.550488
1730485800000,69452.76,69539.96,69362.27,69375.51,75.144541
1730486100000,69375.51,69495.09,69345.15,69434.64,82.399103
1730486400000,69434.64,69446.04,69262.57,69351.38,73.05861
1730486700000,69351.38,69386.0,69173.22,69261.47,67.411888
1730487000000,69261.47,69261.47,69099.48,69130.68,100.858957
1730487300000,69130.68,69186.85,69061.18,69149.85,94.627532
1730487600000,69149.85,69166.8,68891.65,69110.45,152.586708
1730487900000,69110.45,69306.66,69017.21,69031.19,140.108605
1730488200000,69031.19,69060.19,68810.45,68879.49,134.804113
1730488500000,68879.49,69107.85,68838.72,69064.83,136.656207
